date,shop,genre,sales,units,orders,page_views,visitors,carts,reviews_posted,avg_rating,review_count
2024-10-01,193,110365,519362,332,332,4817,4465,47251,5,4.46,17000
2024-10-01,193,207288,24600,3,3,95,90,13800,0,4.27,493
2024-10-01,193,502835,0,0,0,5,5,0,0,5.0,1
2024-10-01,193,509434,2480,1,1,26,24,2480,0,3.95,20
2024-10-01,193,560271,4626952,1340,1340,30084,27415,308463,37,4.6,57194
2024-10-01,202,206363,0,0,0,2,2,0,0,4.0,4
2024-10-01,202,551180,12397,2,2,29,28,12397,0,4.5,160
2024-10-01,202,558846,4804,1,1,262,260,4804,0,4.6,132
2024-10-01,202,558873,0,0,0,20,20,0,0,4.4,25
2024-10-01,287,110632,63890,14,14,62,60,19335,0,4.56,124
2024-10-01,287,511293,52153,11,11,85,84,26216,0,4.72,235
2024-10-01,287,563339,50891,7,7,137,134,50891,2,4.59,151
2024-10-01,287,563342,337487,23,21,199,191,250116,0,4.63,935
2024-10-01,287,567665,193621,27,27,255,247,153126,0,4.68,404
2024-10-01,402,101020,11889,5,5,120,107,7889,1,4.28,3837
2024-10-01,402,200181,0,0,0,1,1,0,0,4.0,1
2024-10-01,402,205761,0,0,0,2,2,0,0,,0
2024-10-01,402,208532,0,0,0,1,1,0,0,,0
2024-10-01,402,214781,0,0,0,6,5,0,0,4.67,3
2024-10-01,402,216424,0,0,0,3,3,0,0,5.0,1
2024-10-01,402,402279,0,0,0,1,1,0,0,,0
2024-10-01,402,502835,0,0,0,1,1,0,0,,0
2024-10-01,402,509417,0,0,0,2,1,0,0,,0
2024-10-01,402,510003,31817,4,4,20,19,25199,0,4.2,49
2024-10-01,402,567623,0,0,0,2,2,0,0,,0
2024-10-01,680,201632,0,0,0,43,39,0,0,4.92,12
2024-10-01,680,205272,15400,2,2,319,299,15400,1,4.58,1347
2024-10-01,680,551228,0,0,0,1,1,0,0,,0
2024-10-01,680,551732,0,0,0,1,1,0,0,,0
2024-10-01,869,101535,0,0,0,8,8,0,0,5.0,2
2024-10-01,869,110409,0,0,0,2,2,0,0,5.0,1
2024-10-01,869,214099,0,0,0,29,28,0,0,4.51,53
2024-10-01,869,214104,0,0,0,16,13,0,0,4.54,99
2024-10-01,869,566647,0,0,0,1,1,0,0,5.0,3
2024-10-01,1289,205761,2280,2,2,4,3,2280,0,,0
2024-10-01,1289,558873,0,0,0,4,4,0,0,4.0,1
2024-10-01,1289,567538,0,0,0,2,2,0,0,4.0,1
2024-10-01,1519,216424,0,0,0,1,1,0,0,4.33,9
2024-10-01,1610,200181,89990,6,6,88,74,14998,0,4.49,216
2024-10-01,1610,201632,0,0,0,4,4,0,0,4.47,15
2024-10-01,1610,201925,71094,6,6,437,413,62295,0,4.68,553
2024-10-01,1610,205272,11499,1,1,64,60,11499,0,4.71,886
2024-10-01,1610,205611,150993,6,6,126,120,48247,0,4.77,674
2024-10-01,1610,207288,4799,1,1,37,31,4799,0,4.56,34
2024-10-01,1610,215913,309687,13,13,1203,1094,216191,0,4.71,12135
2024-10-01,1610,216173,24685,4,4,158,141,10821,0,4.62,893
2024-10-01,1610,301577,563481,12,11,986,863,250986,0,4.68,2917
2024-10-01,1610,304080,0,0,0,42,39,0,0,4.67,3
2024-10-01,1610,401534,65120,8,8,268,249,8140,0,4.63,468
2024-10-01,1610,402279,11798,1,1,130,121,11798,0,4.57,1051
2024-10-01,1610,407120,56913,7,7,265,255,25977,0,4.6,1127
2024-10-01,1610,408789,8299,1,1,16,16,8299,0,4.67,48
2024-10-01,1610,502221,10799,1,1,97,93,10799,0,4.68,37
2024-10-01,1610,502280,0,0,0,68,60,0,0,4.48,100
2024-10-01,1610,551180,12999,1,1,70,68,12999,0,4.8,98
2024-10-01,1610,551228,29799,1,1,23,21,29799,0,5.0,3
2024-10-01,1610,551732,0,0,0,29,28,0,0,4.75,8
2024-10-01,1610,558846,96925,14,14,1273,1142,30184,0,4.64,1019
2024-10-01,1610,558873,27799,1,1,233,216,27799,0,4.8,55
2024-10-01,1610,560271,0,0,0,3,3,0,0,4.33,3
2024-10-01,1672,205611,0,0,0,9,7,0,0,,0
2024-10-01,1672,207288,0,0,0,8,8,0,0,,0
2024-10-01,1672,407120,0,0,0,1,1,0,0,,0
2024-10-01,1672,408789,0,0,0,1,1,0,0,,0
2024-10-01,1672,551228,0,0,0,9,9,0,0,,0
2024-10-01,1672,551732,0,0,0,1,1,0,0,,0
2024-10-01,1918,101535,93636,21,21,271,250,42005,1,4.7,2667
2024-10-01,1918,110409,0,0,0,1,1,0,0,,0
2024-10-01,1918,207774,1852,1,1,35,34,1852,0,4.67,460
2024-10-01,2115,207288,0,0,0,3,3,0,0,4.54,37
2024-10-01,2171,101535,0,0,0,3,3,0,0,4.59,29
2024-10-01,2326,204934,182282,10,10,495,447,162291,0,4.8,15
2024-10-01,2326,204964,216988,43,43,699,664,100034,0,4.48,352
2024-10-01,2326,207966,83228,3,3,327,309,83228,0,4.5,14
2024-10-01,2326,506012,0,0,0,15,12,0,0,4.11,9
2024-10-01,2363,214099,0,0,0,4,4,0,0,3.0,1
2024-10-01,2363,506539,0,0,0,6,6,0,0,4.67,3
2024-10-01,2457,216424,0,0,0,7,7,0,0,4.59,17
2024-10-01,2457,551180,9300,2,2,19,16,4650,0,4.83,35
2024-10-01,2540,101535,0,0,0,6,6,0,0,4.0,4
2024-10-01,2540,110409,3980,1,1,11,10,3980,0,4.79,28
2024-10-01,2540,201351,7320,2,2,49,49,7320,0,4.81,52
2024-10-01,2540,207774,0,0,0,6,6,0,0,4.29,127
2024-10-01,2540,506536,1800,1,1,15,15,1800,0,,0
2024-10-01,2540,566647,0,0,0,1,1,0,0,2.5,2
2024-10-01,2550,200181,0,0,0,1,1,0,0,,0
2024-10-01,2550,201351,0,0,0,1,1,0,0,,0
2024-10-01,2550,216173,0,0,0,1,1,0,0,,0
2024-10-01,2550,501098,0,0,0,1,1,0,0,,0
2024-10-01,2550,506536,0,0,0,1,1,0,0,,0
2024-10-01,2550,551228,0,0,0,2,2,0,0,,0
2024-10-01,2550,551732,0,0,0,1,1,0,0,,0
2024-10-01,2550,551736,0,0,0,3,3,0,0,4.33,6
2024-10-01,2550,566647,0,0,0,1,1,0,0,,0
2024-10-01,2550,567251,0,0,0,2,2,0,0,,0
2024-10-01,2550,567645,0,0,0,2,2,0,0,4.49,529
2024-10-01,2625,408789,0,0,0,1,1,0,0,,0
2024-10-01,2625,551180,0,0,0,1,1,0,0,,0
2024-10-01,2625,551732,0,0,0,2,2,0,0,,0
2024-10-01,3223,201632,0,0,0,3,3,0,0,5.0,1
2024-10-01,3223,205272,0,0,0,4,4,0,0,5.0,2
2024-10-01,3223,207288,0,0,0,3,3,0,0,5.0,1
2024-10-01,3223,214099,0,0,0,3,3,0,0,4.8,5
2024-10-01,3223,402279,7200,2,2,6,6,3600,0,5.0,1
2024-10-01,3223,408789,0,0,0,1,1,0,0,,0
2024-10-01,3223,551736,0,0,0,12,12,0,0,4.0,4
2024-10-01,3290,551228,17248,1,1,54,47,17248,0,4.53,118
2024-10-01,3738,100181,0,0,0,1,1,0,0,,0
2024-10-01,3738,201925,6091,1,1,19,17,6091,0,4.0,1
2024-10-01,3738,210413,0,0,0,4,4,0,0,,0
2024-10-01,3738,508456,9000,1,1,19,18,9000,0,4.84,19
2024-10-01,3738,551180,0,0,0,4,4,0,0,,0
2024-10-01,3738,564895,0,0,0,5,5,0,0,,0
2024-10-01,3915,201184,0,0,0,1,1,0,0,2.5,2
2024-10-01,3915,214099,0,0,0,1,1,0,0,4.33,3
2024-10-01,3915,506536,0,0,0,1,1,0,0,,0
2024-10-01,3915,567645,1300,1,1,7,6,1300,0,4.36,616
2024-10-01,4413,402018,0,0,0,61,60,0,0,4.36,439
2024-10-01,4493,110365,0,0,0,5,4,0,0,4.0,1
2024-10-01,4493,207288,1000,1,1,89,86,1000,0,3.93,471
2024-10-01,4493,216173,1200,1,1,11,11,1200,0,3.93,82
2024-10-01,4493,401534,0,0,0,5,5,0,0,,0
2024-10-01,4493,408789,0,0,0,33,30,0,0,4.42,156
2024-10-01,4541,100487,20100,2,2,48,45,20100,0,4.75,4
2024-10-01,4541,110365,39900,7,7,450,411,23600,0,4.56,25
2024-10-01,4541,206440,37700,3,3,369,348,37700,0,4.33,6
2024-10-01,4541,206471,54000,3,3,327,310,33000,0,5.0,1
2024-10-01,4541,207288,0,0,0,1,1,0,0,,0
2024-10-01,4541,216158,0,0,0,3,3,0,0,,0
2024-10-01,4541,401534,0,0,0,10,10,0,0,4.7,10
2024-10-01,4541,408789,0,0,0,1,1,0,0,,0
2024-10-01,4541,502221,0,0,0,3,3,0,0,5.0,1
2024-10-01,4541,560271,267400,30,30,1976,1847,149400,0,4.14,636
2024-10-01,4643,207288,0,0,0,13,12,0,0,4.77,76
2024-10-01,4643,216173,0,0,0,1,1,0,0,5.0,1
2024-10-01,4643,502221,0,0,0,8,7,0,0,4.86,7
2024-10-01,4643,502280,0,0,0,5,5,0,0,4.5,2
2024-10-01,4643,551180,80411,15,15,345,329,47268,0,4.8,353
2024-10-01,4643,558846,32340,3,3,30,27,21560,0,4.87,22
2024-10-01,4643,558873,31240,2,2,451,410,31240,0,4.83,156
2024-10-01,4776,201925,0,0,0,16,15,0,0,,0
2024-10-01,4776,205611,0,0,0,2,2,0,0,,0
2024-10-01,4776,206440,14320,2,2,49,42,14320,0,4.36,95
2024-10-01,4776,206471,1580,1,1,44,40,1580,1,4.25,56
2024-10-01,4776,207288,0,0,0,12,12,0,0,4.6,10
2024-10-01,4776,215913,0,0,0,7,7,0,0,,0
2024-10-01,4776,401534,4158,2,2,50,47,4158,0,4.4,126
2024-10-01,4776,402279,0,0,0,17,17,0,0,4.37,11
2024-10-01,4776,502221,0,0,0,4,4,0,0,4.0,1
2024-10-01,4776,551180,1780,1,1,19,18,1780,0,4.22,32
2024-10-01,4776,551228,0,0,0,3,2,0,0,,0
2024-10-01,4776,551732,0,0,0,7,7,0,0,,0
2024-10-01,4776,551736,1580,1,1,12,9,1580,0,4.5,4
2024-10-01,4776,558846,0,0,0,6,5,0,0,5.0,4
2024-10-01,4827,551228,22000,2,0,0,0,0,0,,0
2024-10-01,4905,216158,0,0,0,28,28,0,0,,0
2024-10-01,5244,551228,0,0,0,89,90,0,0,4.38,225
2024-10-01,5292,100487,0,0,0,48,47,0,0,4.09,44
2024-10-01,5567,510003,5029,1,1,3,3,5029,0,4.83,6
2024-10-01,5573,205611,0,0,0,30,27,0,0,5.0,6
2024-10-01,5573,551228,3437,1,1,30,30,3437,0,3.86,21
2024-10-01,5573,563689,0,0,0,4,4,0,0,4.0,2
2024-10-01,5590,206440,56625,11,11,392,373,37604,0,4.37,659
2024-10-01,5590,206471,0,0,0,5,5,0,0,,0
2024-10-01,5668,206471,0,0,0,1,1,0,0,,0
2024-10-01,5668,207288,0,0,0,2,2,0,0,,0
2024-10-01,5668,304080,0,0,0,1,1,0,0,,0
2024-10-01,5668,502280,0,0,0,1,1,0,0,,0
2024-10-01,5668,558846,0,0,0,8,8,0,0,,0
2024-10-01,5668,558873,0,0,0,5,5,0,0,,0
2024-10-01,5672,100487,0,0,0,3,3,0,0,,0
2024-10-01,5776,506539,19200,3,3,45,32,19200,0,4.74,114
2024-10-01,5866,509434,0,0,0,4,4,0,0,3.55,11
2024-10-01,5903,216158,0,0,0,20,19,0,0,4.65,136
2024-10-01,5903,304080,0,0,0,26,24,0,0,4.91,11
2024-10-01,5903,401534,0,0,0,1,1,0,0,4.0,1
2024-10-01,5903,408789,0,0,0,3,3,0,0,,0
2024-10-01,6105,110409,0,0,0,10,10,0,0,4.74,19
2024-10-01,6105,207774,2470,1,1,20,19,2470,0,4.57,529
2024-10-01,6105,214104,7560,2,2,3,3,3780,0,,0
